status,course,gender,marital_status,attendance,scholarship_holder,tuition_up_to_date,debtor,displaced,international,age_at_enrollment,age_group,admission_grade,prev_qualification_grade,units_1st_sem_enrolled,units_1st_sem_approved,grade_1st_sem,units_2nd_sem_enrolled,units_2nd_sem_approved,grade_2nd_sem,approval_ratio_2nd_sem,is_dropout,dropout_risk_score
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,132.3,131.0,7,6,11.683333333333332,7,6,11.683333333333332,0.857,0,0.086
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,26,25-29,148.0,150.0,6,3,11.666666666666666,6,5,12.0,0.833,0,0.415
Dropout,Tourism,Female,Single,Daytime,No,No,Yes,Yes,No,20,17-20,122.6,125.0,6,4,11.75,6,6,13.166666666666666,1.0,1,0.88
Enrolled,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,123.0,131.0,5,3,11.666666666666666,5,4,13.5,0.8,0,0.196
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,27,25-29,102.5,130.0,6,5,13.2,6,5,12.0,0.833,0,0.254
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,113.3,123.0,7,4,11.95,7,4,11.95,0.571,1,0.57
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,133.0,141.0,6,5,12.4,6,5,10.4,0.833,1,0.298
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,No,No,33,30-39,140.0,140.0,7,6,14.35,8,6,14.583333333333334,0.75,1,0.426
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,35,30-39,128.3,140.0,21,21,12.61904761904762,19,19,12.789473684210526,1.0,0,0.011
Enrolled,Management (evening),Female,Single,Evening,Yes,Yes,No,No,No,26,25-29,140.0,140.0,6,6,12.666666666666666,6,6,13.166666666666666,1.0,0,0.018
Dropout,Journalism & Communication,Female,Single,Daytime,No,No,Yes,No,No,27,25-29,104.0,133.1,6,5,12.0,6,0,0.0,0.0,1,1.0
Dropout,Communication Design,Female,Single,Daytime,No,No,No,Yes,No,19,17-20,122.3,131.0,6,6,12.166666666666666,6,0,0.0,0.0,1,0.998
Dropout,Tourism,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,135.0,143.0,6,0,0.0,6,0,0.0,0.0,1,0.998
Dropout,Management,Female,Single,Daytime,No,No,Yes,Yes,No,20,17-20,119.1,132.0,5,3,10.0,5,3,10.571428571428571,0.6,1,0.992
Enrolled,Social Service,Female,Single,Daytime,No,No,Yes,No,No,21,21-24,126.6,143.0,10,8,11.5,6,4,10.0,0.667,0,0.971
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,129.0,141.0,7,6,13.05,7,6,13.05,0.857,0,0.066
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,24,21-24,162.3,133.1,6,2,11.0,6,0,0.0,0.0,1,0.998
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,163.4,148.0,6,6,11.5,6,6,12.0,1.0,0,0.084
Graduate,Tourism,Female,Single,Daytime,Yes,Yes,No,No,No,21,21-24,121.5,125.0,6,6,12.0,6,6,12.5,1.0,0,0.02
Enrolled,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,23,21-24,122.8,120.0,6,2,10.0,5,1,10.0,0.2,0,0.937
Dropout,Management,Female,Single,Daytime,No,Yes,No,Yes,No,24,21-24,118.0,140.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,134.0,139.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,129.8,142.0,8,7,12.242857142857144,8,7,12.242857142857144,0.875,0,0.07
Dropout,Management (evening),Female,Single,Evening,No,Yes,No,Yes,No,27,25-29,152.0,130.0,5,0,0.0,5,0,0.0,0.0,1,0.995
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,122.8,126.0,8,8,12.93375,8,8,12.93375,1.0,0,0.017
Dropout,Informatics Engineering,Female,Single,Daytime,No,Yes,No,No,No,35,30-39,150.0,150.0,5,0,0.0,5,0,0.0,0.0,1,0.997
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,131.8,130.0,7,7,12.571428571428571,7,7,14.428571428571429,1.0,0,0.02
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,No,No,35,30-39,105.9,120.0,3,3,11.816666666666668,3,3,11.333333333333334,1.0,0,0.158
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,132.1,138.0,5,4,13.75,5,4,14.333333333333334,0.8,0,0.26
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,127.4,127.0,6,6,11.166666666666666,6,6,11.333333333333334,1.0,0,0.05
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,129.5,140.0,8,7,12.324285714285711,8,7,12.324285714285711,0.875,0,0.079
Graduate,Social Service,Female,Single,Daytime,No,Yes,Yes,No,No,21,21-24,126.7,130.0,6,6,12.166666666666666,6,6,11.714285714285714,1.0,0,0.205
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,116.5,128.0,6,5,11.142857142857142,6,4,11.25,0.667,0,0.252
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,119.1,132.0,6,4,11.0,6,4,10.75,0.667,0,0.502
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,126.5,149.0,8,7,12.914285714285713,8,7,12.914285714285713,0.875,0,0.059
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,149.8,155.0,6,6,13.833333333333334,6,6,14.166666666666666,1.0,0,0.035
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,115.1,120.0,6,6,13.857142857142858,6,5,13.4,0.833,0,0.173
Dropout,Tourism,Female,Single,Daytime,Yes,Yes,No,No,No,36,30-39,124.5,133.1,6,6,13.714285714285714,6,5,12.8,0.833,1,0.08
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,128.3,131.0,8,7,12.642857142857142,8,7,12.642857142857142,0.875,0,0.042
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,136.0,149.0,7,6,12.916666666666666,7,6,12.916666666666666,0.857,0,0.028
Graduate,Equinculture,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,140.0,140.0,6,6,15.625,6,6,15.857142857142858,1.0,0,0.037
Dropout,Management (evening),Female,Single,Evening,Yes,Yes,No,No,No,26,25-29,126.3,133.1,5,0,0.0,5,0,0.0,0.0,1,0.996
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,126.9,122.0,6,6,11.714285714285714,6,6,12.0,1.0,0,0.047
Enrolled,Oral Hygiene,Female,Single,Daytime,No,Yes,No,No,No,25,25-29,145.0,130.0,7,6,12.125,8,8,13.3125,1.0,0,0.022
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,115.8,121.0,5,5,11.6,5,5,11.6,1.0,0,0.074
Dropout,Social Service (evening),Female,Single,Evening,No,Yes,No,Yes,No,24,21-24,100.0,120.0,6,1,10.0,6,0,0.0,0.0,1,0.995
Dropout,Social Service (evening),Female,Single,Evening,Yes,Yes,No,No,No,27,25-29,102.5,133.1,6,1,10.0,6,0,0.0,0.0,1,0.998
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,131.5,121.0,5,0,0.0,5,2,13.5,0.4,1,0.818
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,147.0,133.0,5,4,13.0,5,3,12.333333333333334,0.6,0,0.209
Graduate,Basic Education,Female,Married,Daytime,Yes,Yes,No,No,No,19,17-20,122.5,134.0,6,6,13.333333333333334,6,6,14.5,1.0,0,0.024
Dropout,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,117.5,115.0,6,4,11.25,6,2,12.5,0.333,1,0.864
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,150.0,127.0,7,5,13.85,8,7,12.19285714285714,0.875,0,0.113
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,127.5,135.0,7,6,13.741666666666667,8,7,14.9125,0.875,0,0.05
Graduate,Management (evening),Female,Married,Evening,No,Yes,No,No,No,33,30-39,140.0,140.0,6,6,15.333333333333334,5,5,15.8,1.0,0,0.043
Graduate,Management,Female,Married,Daytime,No,Yes,No,No,No,45,40+,130.0,130.0,5,5,11.0,5,5,13.8,1.0,0,0.1
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,20,17-20,133.3,135.0,6,6,12.0,6,6,12.857142857142858,1.0,0,0.019
Dropout,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,28,25-29,97.0,140.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,112.0,120.0,8,7,11.571428571428571,8,7,11.571428571428571,0.875,0,0.073
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,123.6,140.0,6,6,12.857142857142858,6,3,12.666666666666666,0.5,0,0.387
Dropout,Tourism,Female,Single,Daytime,No,Yes,No,No,No,38,30-39,130.5,133.1,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,133.3,135.0,5,5,13.0,5,5,13.2,1.0,0,0.057
Graduate,Tourism,Female,Single,Daytime,Yes,Yes,No,No,No,21,21-24,132.1,123.0,6,5,11.0,6,5,12.0,0.833,0,0.068
Dropout,Management,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,100.0,133.1,5,3,12.0,5,1,15.0,0.2,1,0.877
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,22,21-24,140.4,154.0,6,5,12.6,6,6,13.0,1.0,0,0.031
Graduate,Basic Education,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,141.7,148.0,6,5,13.4,6,6,13.166666666666666,1.0,0,0.03
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,119.7,133.0,6,6,11.333333333333334,6,6,11.571428571428571,1.0,0,0.042
Dropout,Equinculture,Female,Single,Daytime,No,No,No,Yes,No,25,25-29,122.5,126.0,5,4,13.5,5,4,14.25,0.8,1,0.781
Dropout,Veterinary Nursing,Female,Single,Daytime,No,No,Yes,No,No,24,21-24,140.0,133.1,6,3,11.75,6,3,10.333333333333334,0.5,1,0.998
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,119.4,125.0,7,6,12.471428571428572,7,7,11.4625,1.0,0,0.095
Enrolled,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,24,21-24,155.0,145.0,17,11,12.909090909090908,13,9,13.555555555555555,0.692,0,0.71
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,119.1,118.0,5,5,11.6,5,5,13.6,1.0,0,0.05
Dropout,Management,Female,Single,Daytime,No,No,No,No,No,25,25-29,122.7,120.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,No,No,20,17-20,117.9,127.0,10,9,12.9,10,10,12.363636363636363,1.0,0,0.019
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,23,21-24,130.0,130.0,8,8,13.22,8,8,13.22,1.0,0,0.009
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,120.0,129.0,8,7,13.151428571428571,8,7,13.151428571428571,0.875,0,0.036
Dropout,Agronomy,Female,Single,Daytime,No,No,Yes,No,No,29,25-29,130.0,130.0,6,3,12.75,6,3,11.333333333333334,0.5,1,0.993
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,116.8,121.0,6,6,11.333333333333334,6,4,12.25,0.667,0,0.259
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,123.4,136.0,6,6,13.25,6,5,14.142857142857142,0.833,0,0.085
Enrolled,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,125.4,125.0,6,5,12.4,6,5,12.4,0.833,0,0.148
Dropout,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,127.2,131.0,6,6,15.0,6,6,12.833333333333334,1.0,1,0.03
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,103.4,122.0,5,5,14.4,5,5,13.0,1.0,0,0.025
Enrolled,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,123.2,127.0,6,1,11.0,6,0,0.0,0.0,0,0.999
Graduate,Management,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,124.1,136.0,5,5,12.4,5,5,10.8,1.0,0,0.094
Dropout,Oral Hygiene,Female,Married,Daytime,Yes,No,Yes,Yes,No,37,30-39,99.5,133.1,7,1,16.0,7,0,0.0,0.0,1,1.0
Graduate,Management (evening),Female,Single,Evening,No,Yes,No,No,No,29,25-29,124.9,127.0,5,5,13.571428571428571,5,5,12.333333333333334,1.0,0,0.048
Enrolled,Communication Design,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,110.8,116.0,6,6,11.833333333333334,6,6,12.5,1.0,0,0.027
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,118.9,121.0,6,5,11.666666666666666,6,5,12.666666666666666,0.833,0,0.129
Dropout,Social Service,Female,Single,Daytime,No,No,Yes,Yes,No,22,21-24,118.8,124.0,10,6,11.833333333333334,7,2,13.0,0.286,1,1.0
Graduate,Tourism,Female,Single,Daytime,Yes,Yes,No,No,No,20,17-20,137.0,131.0,6,6,11.166666666666666,6,5,10.6,0.833,0,0.053
Dropout,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,34,30-39,100.0,100.0,6,0,0.0,6,0,0.0,0.0,1,0.997
Dropout,Informatics Engineering,Female,Single,Daytime,No,No,Yes,No,No,30,30-39,120.0,130.0,12,8,11.75,12,6,12.166666666666666,0.5,1,0.999
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,122.8,135.0,6,6,14.0,6,6,14.0,1.0,0,0.038
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,121.6,130.0,6,6,12.833333333333334,6,6,12.0,1.0,0,0.048
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,149.2,146.0,6,4,12.25,6,3,11.666666666666666,0.5,0,0.764
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,140.0,146.0,8,7,14.828571428571427,8,7,14.828571428571427,0.875,0,0.078
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,133.4,154.0,6,5,11.4,6,5,12.8,0.833,0,0.102
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,126.2,137.0,6,6,13.0,6,6,12.5,1.0,0,0.026
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,127.8,151.0,8,7,13.671428571428573,8,7,13.671428571428573,0.875,0,0.027
Graduate,Agronomy,Female,Single,Daytime,Yes,Yes,No,No,No,21,21-24,150.0,150.0,6,6,12.666666666666666,6,5,12.8,0.833,0,0.031
Dropout,Management,Female,Single,Daytime,No,No,No,Yes,No,20,17-20,113.7,121.0,5,2,10.0,5,1,13.0,0.2,1,0.994
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,117.8,122.0,5,5,13.5,5,5,12.333333333333334,1.0,0,0.162
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,136.7,143.0,7,7,12.67,8,8,13.55,1.0,0,0.03
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,144.7,152.0,6,6,14.5,6,6,15.428571428571429,1.0,0,0.033
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,139.8,145.0,7,7,13.685714285714283,8,8,15.3875,1.0,0,0.03
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,113.7,120.0,6,5,11.0,6,3,10.666666666666666,0.5,1,0.625
Dropout,Equinculture,Female,Married,Daytime,No,No,Yes,No,No,29,25-29,140.0,140.0,9,7,11.555555555555555,7,5,13.2,0.714,1,0.922
Enrolled,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,142.3,143.0,7,7,13.79714285714286,8,8,13.775,1.0,0,0.008
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,119.6,129.0,7,7,14.00375,8,7,13.812857142857142,0.875,0,0.033
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,Yes,No,22,21-24,123.7,139.0,5,4,12.0,5,4,11.4,0.8,0,0.219
Graduate,Social Service (evening),Female,Divorced,Evening,Yes,Yes,No,Yes,No,47,40+,143.0,133.1,6,5,14.166666666666666,6,6,14.166666666666666,1.0,0,0.064
Graduate,Management (evening),Female,Married,Evening,No,Yes,No,No,No,31,30-39,100.1,127.0,5,5,14.0,5,5,13.8,1.0,0,0.115
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,No,No,No,21,21-24,119.4,126.0,6,5,13.8,6,6,12.833333333333334,1.0,0,0.042
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,21,21-24,122.1,128.0,6,5,12.8,6,6,11.857142857142858,1.0,0,0.049
Graduate,Journalism & Communication,Female,Married,Daytime,No,Yes,No,No,No,24,21-24,100.0,100.0,6,6,12.166666666666666,6,6,13.833333333333334,1.0,0,0.027
Enrolled,Communication Design,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,113.9,123.0,6,6,12.5,6,6,12.333333333333334,1.0,0,0.038
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,32,30-39,101.0,170.0,6,4,12.0,6,4,11.5,0.667,0,0.338
Graduate,Social Service (evening),Female,Single,Evening,Yes,Yes,No,Yes,No,19,17-20,111.8,117.0,6,6,10.833333333333334,6,6,11.5,1.0,0,0.03
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,24,21-24,140.0,140.0,8,8,13.385,8,8,13.385,1.0,0,0.021
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,124.4,123.0,6,6,15.666666666666666,6,6,14.5,1.0,0,0.087
Graduate,Agronomy,Female,Single,Daytime,Yes,Yes,Yes,No,No,19,17-20,150.0,150.0,6,6,14.333333333333334,6,6,13.833333333333334,1.0,0,0.036
Enrolled,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,24,21-24,140.0,140.0,6,6,11.428571428571429,6,5,13.0,0.833,0,0.062
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,116.0,123.0,6,6,11.666666666666666,6,6,11.666666666666666,1.0,0,0.01
Dropout,Communication Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,135.6,130.0,6,5,12.0,6,2,11.333333333333334,0.333,1,0.633
Graduate,Nursing,Female,Married,Daytime,Yes,Yes,No,No,No,19,17-20,121.0,137.0,8,7,14.725714285714288,8,7,14.725714285714288,0.875,0,0.015
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,118.7,126.0,6,6,14.166666666666666,6,6,13.666666666666666,1.0,0,0.03
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,125.7,125.0,6,6,11.571428571428571,6,6,12.333333333333334,1.0,0,0.07
Graduate,Oral Hygiene,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,107.1,112.0,7,7,12.5,8,8,13.1375,1.0,0,0.038
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,125.5,141.0,8,8,12.86,8,8,12.86,1.0,0,0.003
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,127.0,135.0,6,6,12.25,6,6,13.714285714285714,1.0,0,0.066
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,113.5,117.0,5,4,12.0,5,5,12.2,1.0,0,0.087
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,154.4,160.0,7,7,15.116666666666667,8,8,16.168888888888887,1.0,0,0.007
Dropout,Advertising & Marketing,Female,Single,Daytime,No,No,Yes,No,No,18,17-20,122.0,136.0,5,2,12.5,5,4,10.25,0.8,1,0.985
Dropout,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,128.0,143.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Enrolled,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,115.5,119.0,6,4,11.0,6,4,11.0,0.667,0,0.579
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,117.2,120.0,6,6,11.875,6,4,14.6,0.667,0,0.257
Dropout,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,34,30-39,150.0,150.0,5,1,11.0,5,0,0.0,0.0,1,0.998
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,155.3,142.0,5,5,15.2,5,5,13.2,1.0,0,0.033
Dropout,Equinculture,Female,Single,Daytime,No,No,Yes,Yes,No,19,17-20,120.0,120.0,6,5,11.6,6,2,11.0,0.333,1,0.994
Graduate,Social Service,Female,Single,Daytime,No,Yes,Yes,No,No,26,25-29,116.1,160.0,6,6,14.833333333333334,6,6,15.142857142857142,1.0,0,0.167
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,118.9,133.1,6,3,11.333333333333334,6,3,11.333333333333334,0.5,1,0.862
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,127.3,142.0,5,5,11.2,5,5,11.8,1.0,0,0.039
Graduate,Basic Education,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,113.7,121.0,6,5,13.4,6,5,13.666666666666666,0.833,0,0.119
Dropout,Management,Female,Single,Daytime,No,Yes,No,No,No,25,25-29,118.5,135.0,5,2,10.5,5,0,0.0,0.0,1,0.997
Graduate,Management,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,146.7,153.0,5,5,16.2,5,5,16.4,1.0,0,0.039
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,124.3,140.0,7,7,14.542857142857144,8,8,14.88181818181818,1.0,0,0.015
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,137.8,152.0,7,7,13.694285714285714,8,8,14.355555555555554,1.0,0,0.018
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,130.2,120.0,6,6,11.285714285714286,6,6,11.857142857142858,1.0,0,0.019
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,147.8,160.0,7,6,11.757142857142856,8,6,13.083333333333334,0.75,0,0.171
Dropout,Veterinary Nursing,Female,Single,Daytime,No,No,Yes,No,No,26,25-29,150.0,150.0,3,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,100.0,100.0,8,7,13.058571428571428,8,7,13.058571428571428,0.875,0,0.043
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,155.6,150.0,7,7,14.3,8,8,14.055555555555555,1.0,0,0.021
Graduate,Management,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,117.4,124.0,10,5,11.8,10,8,12.0,0.8,0,0.628
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,128.8,141.0,5,3,10.333333333333334,5,3,13.0,0.6,0,0.498
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,117.5,121.0,6,6,10.571428571428571,6,3,11.666666666666666,0.5,0,0.529
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,120.4,134.0,7,6,13.333333333333334,7,6,13.333333333333334,0.857,0,0.085
Graduate,Social Service,Female,Single,Daytime,No,Yes,Yes,No,No,18,17-20,130.9,134.0,6,6,11.857142857142858,6,5,11.0,0.833,0,0.338
Enrolled,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,125.0,132.0,6,5,12.6,6,5,11.4,0.833,0,0.209
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,136.8,135.0,5,5,14.0,5,5,11.6,1.0,0,0.038
Enrolled,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,121.6,123.0,7,5,12.0,7,6,12.666666666666666,0.857,0,0.194
Dropout,Informatics Engineering,Female,Single,Daytime,No,Yes,Yes,No,No,26,25-29,151.0,151.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,103.5,107.0,6,6,12.0,6,6,13.0,1.0,0,0.057
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,19,17-20,119.4,126.0,6,6,12.666666666666666,6,6,11.666666666666666,1.0,0,0.027
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,134.4,133.0,6,6,12.166666666666666,6,6,13.666666666666666,1.0,0,0.017
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,143.0,140.0,6,6,13.333333333333334,6,6,14.666666666666666,1.0,0,0.047
Graduate,Basic Education,Female,Single,Daytime,No,Yes,Yes,No,No,40,40+,110.0,110.0,7,7,15.0,7,7,14.571428571428571,1.0,0,0.085
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,132.5,141.0,8,8,13.39125,8,8,13.39125,1.0,0,0.007
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,114.7,122.0,6,5,12.166666666666666,6,6,12.428571428571429,1.0,0,0.106
Graduate,Equinculture,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,166.9,156.0,5,4,11.25,5,4,12.5,0.8,0,0.181
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,125.9,129.0,5,4,12.0,5,3,12.0,0.6,0,0.395
Dropout,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,178.3,188.0,0,0,0.0,0,0,0.0,,1,0.46
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,Yes,No,33,30-39,117.0,120.0,6,6,12.833333333333334,6,6,12.857142857142858,1.0,0,0.069
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,35,30-39,150.0,130.0,6,6,14.0,6,6,13.1,1.0,0,0.11
Enrolled,Management,Female,Single,Daytime,No,Yes,No,Yes,No,26,25-29,130.0,130.0,5,4,13.0,5,2,12.0,0.4,0,0.87
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,135.1,140.0,6,6,13.5,6,6,12.5,1.0,0,0.052
